Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU7460,BACHELOR OF SOCIAL WORK,0,2,1.5,3,2,3,2,3,3,2,0
STU7461,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,2,4,3,3,1
STU7462,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,2,3,3,3,3,1
STU7463,B.Sc. Cons. Sci.,0,2,2,1,2,2,2,4,2,2,0
STU7464,B.Sc. ABE,0,4,4,4,4,4,4,4,4,4,1
STU7465,B.Comm. (New Programme),1,2,2,1.5,2,2,2,2,3,3,0
STU7466,B.Ed. Secondary (Business Education),1,0,2,1.5,1.5,2,1.5,1.5,2,0,0
STU7467,BACHELOR OF ARTS IN HUMANITIES,1,3,2,1.5,2,2,3,3,3,3,1
STU7468,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,2,3,3,4,4,4,1
STU7469,B.Sc. FSNT,0,3,4,3,3,3,2,4,3,3,1
STU7470,BACHELOR OF ARTS IN HUMANITIES,1,3,2,3,2,3,3,2,2,2,1
STU7471,BACHELOR OF ARTS IN HUMANITIES,0,2,1,0,2,2,1.5,2,2,3,0
STU7472,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,3,4,3,4,1
STU7473,B.Sc. EMWR,0,3,3,3,3,3,3,4,3,4,1
STU7474,BACHELOR OF ARTS IN HUMANITIES,1,2,2,1.5,1,1.5,2,2,2,2,0
STU7475,B.Sc. Agric. Ed.,0,3,3,3,3,3,3,4,3,4,1
STU7476,B.Comm. (New Programme),1,2,3,2,1.5,2,3,2,3,3,0
STU7477,B.Sc. EHFS,1,3,2,2,2,2,2,4,3,4,1
STU7478,B.A. JMC,0,0,2,2,2,1,1.5,2,2,0,0
STU7479,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,2,2,2,4,2,4,1
STU7480,B.Sc. ABE,1,3,4,2,3,3,3,4,2,3,1
STU7481,B.Comm. (New Programme),0,2,2,2,2,2,2,2,1.5,1.5,0
STU7482,B.Ed. Secondary (Business Education),1,2,2,1.5,1,2,2,3,2,2,0
STU7483,B.Sc. Cons. Sci. Ed.,0,3,2,2,3,3,3,5,4,3,1
STU7484,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,4,3,3,3,1
STU7485,B.Ed. Secondary (Business Education),0,3,2,1.5,2,2,3,3,2,3,1
STU7486,B.Sc. ABE,1,3,4,4,3,3,3,4,2,3,1
STU7487,B.A. JMC,0,2,1,1.5,2,1.5,1.5,2,2,2,0
STU7488,B.Sc. Agric. Econ. and AgBMgt.,0,3,4,2,3,4,3,4,3,3,1
STU7489,BACHELOR OF ARTS IN HUMANITIES,1,2,2,1.5,2,2,3,3,3,3,0
STU7490,B.Sc. Ani. Sci. (Dairy Option),1,2,2,2,2,2,1.5,3,1,2,0
STU7491,BACHELOR OF SCIENCE,1,3,3,3,3,3,4,3,3,3,1
STU7492,B.NSc. (N/P),1,3,3,2,3,3,3,3,3,3,1
STU7493,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,4,2,3,2,2,2,3,0
STU7494,B.Sc. EHFS,1,2,2,2,2,2,1.5,3,2,3,0
STU7495,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,3,2,1.5,2,1.5,1,3,0
STU7496,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,3,3,2,3,2,3,1
STU7497,B.Sc. EHFS,0,3,1.5,2,2,3,3,4,3,3,1
STU7498,BACHELOR OF SCIENCE,1,2,2,2,2,2,2,2,2,2,0
STU7499,B.Sc. Hort.,0,3,3,2,3,4,4,4,3,4,1
STU7500,B.Comm. (New Programme),1,4,4,4,4,4,4,4,4,4,1
STU7501,B.Comm. (New Programme),0,4,4,4,4,4,4,4,4,4,1
STU7502,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,1,0,2,2,2,2,2,4,0
STU7503,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,3,3,2,4,3,3,1
STU7504,B.Comm. (New Programme),0,3,3,3,3,3,4,3,4,4,1
STU7505,B.Comm. (New Programme),1,3,3,2,3,3,3,3,4,4,1
STU7506,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,4,2,2,1.5,2,2,3,0
STU7507,B.Sc. EHFS,1,3,2,2,2,3,3,3,2,4,1
STU7508,B.Ed. Secondary (Business Education),0,3,2,2,3,3,3,3,3,3,1
STU7509,B.Comm. (New Programme),1,3,3,3,3,2,3,3,3,3,1
STU7510,B.Sc. Agric. Econ. and AgBMgt.,0,3,5,3,3,4,3,3,4,4,1
STU7511,B.Sc. EHFS,0,2,1,1.5,2,1.5,2,0,3,2,0
STU7512,BACHELOR OF ARTS IN HUMANITIES,1,2,2,1.5,2,1.5,2,2,2,1.5,0
STU7513,BACHELOR OF SCIENCE,1,2,1.5,2,2,2,2,2,2,2,0
STU7514,B.Comm. (New Programme),0,4,4,4,3,4,4,4,4,4,1
STU7515,B.Comm. (New Programme),0,3,3,3,3,3,3,3,4,4,1
STU7516,B.Sc. ABE,1,4,4,4,4,4,4,4,4,4,1
STU7517,B.Sc. EMWR,1,3,2,2,2,3,3,3,2,2,0
STU7518,B.Sc. Agric. Econ. and AgBMgt.,1,3,2,2,3,2,3,4,2,3,1
STU7519,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,3,3,3,3,1
STU7520,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,2,2,3,2,3,1
STU7521,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,3,4,1
STU7522,B.Ed. Primary (Social Studies),1,3,2,2,3,2,3,3,2,3,1
STU7523,B.Sc. Cons. Sci.,0,3,3,2,3,3,4,3,4,4,1
STU7524,B.Comm. (New Programme),0,3,3,2,3,3,4,4,4,4,1
STU7525,B.Sc. ABE,1,4,5,4,4,4,4,4,4,4,1
STU7526,B.Comm. (New Programme),0,3,2,1,0,2,2,3,3,3,0
STU7527,B.Sc. Agron.,0,3,3,2,2,3,2,4,1.5,3,0
STU7528,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,3,3,3,3,1
STU7529,B.Sc. Agric. Ed.,0,3,4,3,3,3,4,5,3,3,1
STU7530,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,3,3,3,3,1
STU7531,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,1.5,2,2,3,2,3,3,3,0
STU7532,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,3,3,1
STU7533,B.Comm. (New Programme),0,3,2,1.5,1.5,3,3,3,3,3,0
STU7534,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,2,5,3,3,1
STU7535,B.Sc. Cons. Sci. Ed.,0,3,2,2,4,2,2,5,3,3,1
STU7536,B.Ed. Primary (Science),1,3,3,2,3,3,3,3,2,3,1
STU7537,B.Sc. Agron.,1,3,4,3,2,3,3,4,2,4,1
STU7538,B.Ed. Primary (Social Studies),0,0,2,2,2,2,2,2,1.5,0,0
STU7539,B.Comm. (New Programme),0,3,3,2,2,2,3,2,3,3,1
STU7540,B.Ed. Secondary (Business Education),1,0,2,2,2,3,2,2,1.5,0,0
STU7541,B.Sc. TADM,0,2,2,1.5,2,2,1.5,2,2,3,0
STU7542,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,1.5,1.5,2,1.5,1.5,0,1,2,2,0
STU7543,B.Comm. (New Programme),0,0,1,2,1,1,1.5,3,3,0,0
STU7544,B.Sc. Agron.,0,3,4,3,3,3,3,4,4,4,1
STU7545,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,2,4,3,3,1
STU7546,B.Sc. Agron.,1,3,3,2,2,3,2,3,2,4,1
STU7547,B.Comm. (New Programme),1,2,2,1.5,2,1.5,2,1.5,2,2,0
STU7548,B.Sc. Ani. Sci.,0,3,3,3,3,4,4,4,3,3,1
STU7549,B.Ed. Secondary (Commerce - IDE),0,2,2,2,2,3,3,2,2,2,0
STU7550,BACHELOR OF SCIENCE,0,3,1.5,2,2,2,3,2,2,3,0
STU7551,B.Comm. (New Programme),0,3,2,2,3,2,3,3,3,3,1
STU7552,B.Ed. Primary (Science),1,3,2,2,2,3,3,4,2,3,1
STU7553,B.Sc. FSNT,1,3,4,2,3,3,3,4,3,4,1
STU7554,B.NSc. (N/P),0,4,3,4,4,4,3,4,3,3,1
STU7555,B.Sc. Cons. Sci.,1,3,3,3,2,3,2,3,2,3,1
STU7556,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,1.5,1.5,2,2,2,4,0
STU7556,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,1.5,1.5,2,2,2,4,0
STU7557,B.Sc. EMWR,1,2,2,2,2,2,3,3,2,3,0
STU7558,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,3,3,3,4,3,3,1
STU7559,B.Sc. Ani. Sci.,1,3,3,3,4,4,3,4,3,3,1
STU7560,B.Comm. (New Programme),1,3,2,2,2,2,3,2,4,3,1
STU7561,B.Ed. Secondary (Business Education),0,3,2,2,2,3,3,3,3,3,1
STU7562,B.Sc. Cons. Sci.,0,3,3,3,3,3,2,3,2,3,1
STU7563,B.Sc. FSNT,0,3,4,3,4,3,3,4,3,3,1
STU7564,B.Ed. Secondary (Business Education),0,3,2,1.5,2,2,3,3,2,3,0
STU7565,B.Sc. ABE,0,4,4,4,3,4,3,4,3,3,1
STU7566,B.Sc. Agric. Ed.,1,4,4,3,3,4,4,5,3,4,1
STU7567,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,3,4,4,4,4,4,4,1
STU7568,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,3,4,3,5,4,4,4,1
STU7569,BACHELOR OF SOCIAL WORK,1,3,3,4,3,3,3,3,3,3,1
STU7570,B.Sc. Cons. Sci. Ed.,0,3,3,2,3,2,3,4,3,3,1
STU7571,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,3,3,4,4,3,3,4,1
STU7572,B.Sc. Ani. Sci.,1,3,3,2,2,3,2,4,2,3,0
STU7573,B.Sc. Cons. Sci. Ed.,0,2,2,1.5,2,2,2,3,3,3,0
STU7574,BACHELOR OF SCIENCE,1,2,2,1.5,1,3,1,2,1.5,3,0
STU7575,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,3,3,3,3,3,1
STU7576,B.Sc. EHS (N/P),1,2,2,2,2,2,2,2,2,3,0
STU7577,BACHELOR OF SOCIAL WORK,1,3,2,3,2,3,2,3,3,3,1
STU7578,B.Sc. FSNT,0,3,3,3,2,3,3,4,3,3,1
STU7579,B.Sc. EHS (N/P),0,3,3,2,2,3,4,3,3,3,1
STU7580,B.Comm. (New Programme),0,3,2,2,2,3,3,3,4,4,1
STU7581,B.Sc. FSNT,0,3,3,2,4,3,4,4,4,4,1
STU7582,B.Ed. Secondary (Science),1,2,2,2,1.5,2,1.5,2,1.5,2,0
STU7583,B.Ed. Primary (Social Studies),0,3,2,3,4,3,4,4,4,3,1
STU7584,BACHELOR OF SCIENCE,1,2,0,0,3,3,2,2,1,0,0
STU7585,B.Comm. (New Programme),1,3,3,3,3,3,3,3,2,3,1
STU7586,B.Sc. Agron.,1,3,4,3,3,3,3,4,3,4,1
STU7587,BACHELOR OF SCIENCE,1,4,3,4,3,4,4,4,4,5,1
STU7588,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,3,2,3,1
STU7589,B.A. JMC,1,2,2,3,2,1.5,2,2,2,3,0
STU7590,BACHELOR OF SOCIAL WORK,1,3,2,3,2,3,2,3,3,3,1
STU7591,BACHELOR OF SCIENCE,1,3,2,3,2,3,3,3,3,4,0
STU7592,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,2,3,2,3,2,1
STU7593,B.NSc. (N/P),1,2,3,2,2,2,2,2,3,3,0
STU7594,B.Sc. Agricultural Extension,1,3,3,3,2,2,2,4,3,3,0
STU7595,B.Comm. (New Programme),1,3,2,2,3,3,3,3,3,3,1
STU7596,BED PRIMARY (LANGUAGE ARTS),1,3,1,0,2,3,3,3,3,3,0
STU7597,BACHELOR OF SCIENCE,1,3,3,4,3,3,4,3,4,4,1
STU7598,B.Sc. ABE,1,3,4,3,3,3,3,4,3,3,1
STU7599,B.Sc. EMOSH,0,3,3,3,3,3,4,3,4,4,1
STU7600,B.Sc. Cons. Sci. Ed.,0,3,3,2,3,3,3,5,4,4,1
STU7601,B.Ed. Primary (Social Studies),0,4,3,4,4,3,4,4,4,4,1
STU7602,BACHELOR OF SCIENCE,1,3,1,2,2,2,2,3,4,3,0
STU7603,B.Ed. Secondary (Science),0,3,2,2,3,3,4,3,3,3,1
STU7604,B.Sc. Agric. Ed.,1,3,4,3,3,3,4,4,3,3,1
STU7605,B.Ed. Primary (Social Studies),1,3,2,3,3,2,3,3,3,4,1
STU7606,B.Sc. Ani. Sci.,1,2,3,2,2,3,2,4,1,3,0
STU7607,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,3,3,2,2,3,1
STU7608,BACHELOR OF SCIENCE,0,3,3,4,3,3,3,3,2,3,1
STU7609,BACHELOR OF ARTS IN HUMANITIES,1,3,2,1.5,2,2,4,3,3,3,1
STU7610,B.Comm. (New Programme),0,3,2,1.5,2,2,2,2,3,3,1
STU7611,B.Sc. Agron.,1,3,4,2,3,3,3,4,3,4,1
STU7612,B.Comm. (New Programme),0,2,2,1.5,2,2,2,2,3,3,0
STU7613,B.Ed. Secondary (Business Education),0,3,2,2,3,3,3,4,3,3,1
STU7614,B.Ed. Primary (Science),1,2,1.5,2,2,2,2,3,2,3,0
STU7615,B.Sc. Agron.,1,3,3,2,2,3,3,4,2,3,1
STU7616,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,1.5,2,1.5,2,3,1.5,1.5,1.5,0
STU7617,BACHELOR OF SCIENCE,0,3,4,3,3,4,3,3,3,4,1
STU7618,B.Ed. Secondary (Science),1,3,2,3,3,3,3,4,3,3,1
STU7619,B.Ed. Secondary (Business Education),1,2,0,2,1.5,1.5,2,2,3,3,0
STU7620,B.Sc. Cons. Sci. Ed.,1,2,2,1.5,1.5,2,1.5,2,1.5,2,0
STU7621,BACHELOR OF SCIENCE,0,2,1.5,2,2,1,2,1.5,3,3,0
STU7622,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,3,3,3,4,4,3,1
STU7623,B.Sc. Cons. Sci. Ed.,0,4,3,3,4,3,4,5,4,4,1
STU7624,B.Sc. EHFS,0,3,2,2,2,2,3,2,3,4,1
STU7625,B.Ed. Primary (Science),1,3,2,2,3,2,3,3,2,3,1
STU7626,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,2,3,5,2,4,1
STU7627,B.Sc. Agric. Ed.,1,3,3,3,3,3,3,4,3,2,1
STU7628,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,3,3,3,3,1
STU7629,B.Sc. Ani. Sci.,0,3,3,2,2,3,3,4,2,3,0
STU7630,B.Ed. Secondary (Business Education),1,3,2,2,2,3,3,3,3,3,1
STU7631,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,3,3,3,3,3,4,1
STU7632,B.Sc. FSNT,0,3,3,2,3,3,3,4,3,3,1
STU7633,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,2,5,3,4,1
STU7634,BACHELOR OF SCIENCE,1,4,4,4,4,5,4,5,5,5,1
STU7635,B.Ed. Primary (Social Studies),1,3,2,3,3,2,4,4,4,4,1
STU7636,B.Comm. (New Programme),0,3,3,3,3,3,4,3,4,3,1
STU7637,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,2,3,2,3,1
STU7638,B.Comm. (New Programme),1,3,2,3,3,3,3,3,3,3,1
STU7639,BACHELOR OF ARTS IN HUMANITIES,0,2,2,1.5,2,2,3,3,3,3,0
STU7640,B.Ed. Secondary (Humanities),0,2,2,2,2,2,2,3,3,2,0
STU7641,BACHELOR OF ARTS IN HUMANITIES,0,3,3,2,3,3,3,3,3,3,1
STU7642,B.Comm. (New Programme),1,3,2,2,2,2,3,3,3,4,1
STU7643,BACHELOR OF SOCIAL WORK,0,3,3,3,2,3,3,3,3,2,1
STU7644,B.Sc. Agron.,1,3,4,3,3,3,3,4,2,3,1
STU7645,B.Sc. ABE,1,3,3,3,3,3,2,3,2,3,1
STU7646,B.Comm. (New Programme),0,3,3,2,2,3,3,3,3,3,1
STU7647,B.Sc. ABE,0,4,4,4,3,4,4,4,3,3,1
STU7648,B.Sc. FSNT,0,3,3,1,2,2,2,4,2,3,0
STU7649,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,2,3,3,3,1
STU7650,B.Sc. ABE,1,4,4,4,3,3,4,4,4,3,1
STU7651,B.Ed. Secondary (Humanities),0,3,2,2,3,3,3,3,3,3,1
STU7652,BACHELOR OF SCIENCE,0,3,3,4,3,3,3,3,3,3,1
STU7653,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1,2,1.5,2,1.5,3,0
STU7654,B.Sc. Agric. Ed.,1,3,3,2,2,3,2,5,2,3,1
STU7655,B.NSc. (N/P),1,3,3,3,3,3,3,4,3,3,1
STU7656,BACHELOR OF SCIENCE,1,1.5,1.5,3,0,1,2,2,0,0,0
STU7657,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,2,0
STU7658,B.Sc. EMWR,0,2,2,2,2,2,2,3,2,2,0
STU7659,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,1.5,2,2,1.5,3,0
STU7660,B.A. JMC,0,2,2,3,2,2,2,3,2,2,0
STU7661,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,2,3,2,2,3,1
STU7662,BACHELOR OF SOCIAL WORK,1,0,2,2,1.5,2,1.5,3,2,1.5,0
STU7662,BACHELOR OF SOCIAL WORK,1,2,2,2,1.5,2,1.5,3,2,1.5,0
STU7663,BACHELOR OF SCIENCE,1,3,2,2,2,3,3,3,3,3,1
STU7664,B.Comm. (New Programme),0,3,3,3,3,3,4,3,4,3,1
STU7665,B.Sc. EHFS,1,3,2,2,2,3,3,3,3,4,1
STU7666,B.Sc. Agric. Ed.,1,3,3,3,2,3,3,4,3,3,1
STU7667,B.A. JMC,0,2,1.5,2,2,2,1.5,2,3,3,0
STU7668,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,2,2,2,3,2,0
STU7669,B.Sc. Ani. Sci.,0,3,3,2,2,3,3,4,3,3,1
STU7670,B.Sc. ABE,1,4,4,4,4,4,4,3,4,4,1
STU7671,B.Sc. Ani. Sci. (Dairy Option),1,3,3,2,2,3,2,4,2,3,0
STU7672,B.Sc. Hort.,0,3,3,2,1.5,2,2,4,2,3,1
STU7673,B.Sc. EHFS,0,4,2,3,3,3,4,4,4,5,1
STU7674,BACHELOR OF SOCIAL WORK,0,3,3,3,2,2,2,3,2,3,0
STU7675,BACHELOR OF SCIENCE,0,3,3,3,3,3,3,3,3,3,1
STU7676,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,2,3,3,3,3,3,3,1
STU7677,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,3,1.5,2,2,2,1.5,3,0
STU7678,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,2,2,2,5,2,3,0
STU7679,B.NSc. (N/P),0,3,3,2,3,3,2,3,3,3,1
STU7680,B.Ed. Secondary (Business Education),0,3,2,2,2,3,3,3,2,3,0
STU7681,B.Comm. (New Programme),1,3,2,2,2,3,3,3,3,3,1
STU7682,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,3,3,3,3,1
STU7683,B.Comm. (New Programme),1,3,3,3,3,3,3,3,4,4,1
STU7684,BACHELOR OF SCIENCE,0,3,2,2,1.5,3,4,3,3,4,0
STU7685,B.NSc. (N/P),1,3,3,3,3,4,0,0,3,3,1
STU7686,B.Sc. Hort.,1,3,3,2,2,2,3,4,2,4,1
STU7687,B.Sc. EHS (N/P),1,3,2,2,2,3,3,3,3,4,1
STU7688,BACHELOR OF SCIENCE,1,2,1.5,2,2,1.5,2,2,2,2,0
STU7689,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,3,3,0
STU7690,B.Sc. Agric. Ed.,1,3,3,2,3,3,3,4,3,3,1
STU7691,B.Comm. (New Programme),0,2,1.5,1.5,1.5,2,3,2,2,3,0
STU7692,B.Sc. EHS (N/P),0,3,3,3,2,3,3,3,3,3,1
STU7693,B.Sc. Agron.,1,3,3,2,2,2,2,3,3,3,1
STU7694,B.A. JMC,1,2,2,2,2,1.5,2,2,2,2,0
STU7695,B.Ed. Secondary - IDE,0,3,2,3,3,3,3,3,3,3,1
STU7696,B.Sc. Cons. Sci. Ed.,0,2,2,2,2,2,3,3,2,2,0
STU7697,B.Ed. Primary(Social Studies)IDE,0,3,3,3,4,4,4,4,3,3,1
STU7698,BACHELOR OF SCIENCE,1,3,3,2,3,4,3,3,2,2,0
STU7699,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,1.5,2,2,2,1.5,2,2,2,0
STU7700,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,2,3,2,2,2,0
STU7701,B.A. JMC,0,3,3,3,3,2,2,3,3,3,1
STU7702,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,4,3,4,3,1
STU7703,B.Ed. Primary (IDE),0,3,1.5,2,2,2,2,3,3,3,1
STU7704,B.A. Humanities (IDE),0,2,2,2,2,2,2,3,3,3,0
STU7705,B.Ed. Primary (Social Studies),1,3,3,2,3,3,3,4,3,4,1
STU7706,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,1.5,1,3,2,0
STU7707,B.Sc. FSNT,0,4,4,3,4,3,4,4,3,4,1
STU7708,B.Ed. Primary(Social Studies)IDE,1,3,2,2,3,3,3,3,3,3,1
STU7709,B.Sc. TADM,0,2,3,2,2,2,2,4,2,3,0
STU7710,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,4,3,4,3,1
STU7711,BED PRIMARY (LANGUAGE ARTS),0,2,1,0,2,2,2,2,2,3,0
STU7712,B.NSc. (N/P),1,3,3,3,3,3,3,3,3,4,1
STU7713,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,2,4,3,2,0
STU7714,B.A. Humanities (IDE),1,2,1,1.5,2,2,3,0,0,2,0
STU7715,B.NSc. (N/P),0,2,2,2,2,2,2,3,2,2,0
STU7716,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,3,2,3,3,2,3,2,0
STU7717,BACHELOR OF SOCIAL WORK,1,2,0,2,2,0,2,2,2,2,0
STU7718,B.NSc. (N/P),0,3,3,3,3,3,3,4,4,3,1
STU7719,B.Ed. Secondary (Humanities),0,3,2,3,2,3,2,2,2,4,1
STU7720,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,3,3,2,2,3,3,1
STU7721,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1,2,2,3,2,2,0
STU7722,B.Ed. Secondary - IDE,1,3,2,2,2,3,3,3,3,3,1
STU7723,B.Sc. Agric. Ed.,0,0,3,2,2,2,3,4,1.5,2,0
STU7723,B.Sc. Agric. Ed.,0,2,3,2,2,2,3,4,1.5,2,0
STU7724,B.Ed. Secondary - IDE,0,2,2,2,2,2,2,3,3,3,1
STU7725,BACHELOR OF SOCIAL WORK,0,3,2,3,3,4,3,4,3,4,1
STU7726,B.Ed. Secondary (Humanities),0,3,2,3,2,2,3,3,2,3,1
STU7727,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,2,3,3,3,4,3,4,1
STU7728,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,3,2,3,2,2,3,3,0
STU7729,BACHELOR OF SOCIAL WORK,0,2,2,3,2,3,2,3,3,2,0
STU7730,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,1.5,2,2,2,1.5,2,2,3,0
STU7731,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,2,2,2,3,3,2,3,1
STU7732,B.Ed. Secondary (Humanities),0,3,3,3,3,3,3,4,3,3,1
STU7733,B.Ed. Secondary (Commerce - IDE),1,3,2,2,2,2,3,3,2,3,1
STU7734,B.Ed. Secondary - IDE,0,3,2,2,2,3,3,3,3,3,1
STU7735,BACHELOR OF SOCIAL WORK,0,2,2,0,2,1.5,2,1.5,3,2,0
STU7736,B.Sc. Agric. Econ. and AgBMgt.,0,3,4,2,2,2,2,4,2,3,1
STU7737,B.Sc. Ani. Sci.,0,2,3,2,1.5,2,1.5,3,1.5,2,0
STU7738,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,4,4,1
STU7739,B.Sc. Ani. Sci. (Dairy Option),1,2,3,2,1.5,3,2,3,1,2,0
STU7740,B.Sc. Ani. Sci.,1,3,4,3,2,3,3,3,2,4,1
STU7741,B.Sc. Agric. Econ. and AgBMgt.,0,3,2,2,3,3,2,3,4,3,1
STU7742,BACHELOR OF ARTS IN HUMANITIES,0,2,2,1.5,1.5,2,2,2,2,2,0
STU7743,B.Comm. (New Programme),1,3,2,3,2,2,2,3,3,3,1
STU7744,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,2,4,3,3,1
STU7745,BACHELOR OF ARTS IN HUMANITIES,1,2,1.5,1.5,2,2,2,2,2,3,0
STU7746,B.Comm. (New Programme),0,3,4,3,3,4,3,4,4,4,1
STU7747,BACHELOR OF SCIENCE,0,2,3,2,2,2,3,2,3,2,0
STU7748,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,2,2,1.5,1.5,2,1.5,0
STU7749,B.Sc. Cons. Sci.,0,3,3,3,3,3,3,4,3,3,1
STU7750,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,3,3,3,3,1
STU7751,B.Comm. (New Programme),0,3,3,3,3,2,3,3,3,2,0
STU7752,B.Sc. EMWR,1,2,2,2,1.5,2,2,2,2,3,0
STU7753,B.Ed. Secondary (Business Education),0,2,2,1.5,2,2,2,3,3,3,0
STU7754,B.Sc. Agric. Ed.,0,3,4,3,2,2,3,5,0,3,1
STU7755,B.Ed. Secondary (Business Education),1,2,2,1.5,1.5,2,2,2,2,4,0
STU7756,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,3,3,3,3,4,3,3,1
STU7757,BED PRIMARY (LANGUAGE ARTS),0,3,3,3,3,3,4,3,3,3,1
STU7758,B.Sc. ABE,1,3,4,4,3,3,4,4,2,3,1
STU7759,B.Sc. FSNT,0,4,4,5,4,4,4,3,4,4,1
STU7760,B.Ed. Secondary (Business Education),0,3,3,2,3,3,3,3,3,3,1
STU7761,B.NSc. (N/P),0,4,4,3,3,4,4,4,4,4,1
STU7762,B.Sc. FSNT,0,4,3,3,4,4,4,4,4,4,1
STU7763,B.Ed. Primary (Science),1,4,3,3,4,3,4,4,3,4,1
STU7764,B.Ed. Secondary (Humanities),0,2,2,2,1.5,2,2,3,2,4,0
STU7765,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,3,2,1,1.5,2,2,0
STU7766,BACHELOR OF ARTS IN HUMANITIES,1,2,1.5,2,1.5,2,1,2,1.5,1.5,0
STU7767,B.Ed. Secondary (Humanities),1,2,2,1.5,1.5,2,2,2,2,3,0
STU7768,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,2,3,2,4,2,3,1
STU7769,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,3,2,3,3,3,1
