Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU7145,BACHELOR OF SCIENCE,0,3,2,2,2,2,3,3,3,3,1
STU7146,B.Sc. ABE,1,3,4,3,3,3,3,3,3,3,1
STU7147,B.Sc. Agricultural Extension,1,3,4,3,3,3,3,5,3,4,1
STU7148,B.Sc. Hort.,1,3,3,2,2,3,3,4,3,4,1
STU7149,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,3,3,4,1
STU7150,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU7151,B.Ed. Primary (Social Studies),1,3,2,2,3,2,3,2,2,3,0
STU7152,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,3,3,3,3,1
STU7153,B.Ed. Primary (Social Studies),0,3,2,3,4,3,3,4,3,4,1
STU7154,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,2,2,3,2,3,3,3,1
STU7155,BACHELOR OF ARTS IN HUMANITIES,1,3,2,3,2,3,2,2,3,2,1
STU7156,B.Ed. Primary (Science),0,2,1.5,1.5,2,1.5,2,2,2,3,0
STU7157,B.Comm. (New Programme),0,2,2,2,1.5,2,2,2,2,2,0
STU7158,B.Comm. (New Programme),1,2,3,2,1.5,1.5,2,1.5,2,3,0
STU7159,B.Sc. Agron.,1,3,3,3,2,2,2,4,2,3,1
STU7160,B.Comm. (New Programme),1,3,2,3,3,2,4,3,3,3,1
STU7161,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,2,2,2,4,2,3,1
STU7162,B.A. JMC,1,2,2,3,2,2,2,2,3,2,0
STU7163,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,3,2,3,3,3,2,3,0
STU7164,B.Sc. Cons. Sci.,1,3,3,2,3,3,3,3,3,3,1
STU7165,B.Sc. Cons. Sci.,0,3,3,3,2,3,3,3,3,3,1
STU7166,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,2,2,3,3,0
STU7167,B.Ed. Secondary (Humanities),1,2,2,2,2,2,2,2,2,2,0
STU7168,BACHELOR OF ARTS IN HUMANITIES,1,2,1.5,2,2,2,2,2,2,2,0
STU7169,BED PRIMARY (LANGUAGE ARTS),0,3,1.5,2,3,3,2,3,2,3,0
STU7170,B.Ed. Secondary - IDE,0,3,3,3,3,4,4,4,3,2,1
STU7171,BACHELOR OF SCIENCE,0,2,2,2,1.5,1.5,2,1.5,3,3,0
STU7172,B.Ed. Primary (Social Studies),0,3,2,3,3,3,3,3,3,4,1
STU7173,B.Comm. (New Programme),0,4,4,4,3,3,4,4,4,4,1
STU7174,B.Sc. Agron.,1,3,3,2,2,3,3,4,3,3,1
STU7175,BACHELOR OF SCIENCE,1,3,3,4,3,4,3,4,3,4,1
STU7176,BACHELOR OF SCIENCE,0,3,2,3,3,2,3,2,2,3,0
STU7177,B.Ed. Primary (Science),0,3,2,2,3,3,4,4,2,3,1
STU7178,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,2,2,2,3,1
STU7179,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,3,3,3,4,4,4,4,1
STU7180,B.Sc. EHS (N/P),1,2,2,2,2,2,2,2,2,3,0
STU7181,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1.5,2,3,3,3,2,0
STU7182,B.Sc. EHFS,0,2,1.5,2,0,2,1.5,2,2,2,0
STU7183,B.Sc. Agron.,0,3,3,3,3,3,3,5,3,4,1
STU7184,B.Sc. Cons. Sci.,0,2,3,2,2,2,2,3,2,2,0
STU7185,B.NSc. (N/P),0,3,2,2,3,3,3,3,3,3,1
STU7186,B.Sc. Ani. Sci.,1,3,3,3,2,3,2,4,2,3,1
STU7187,BACHELOR OF SCIENCE,1,4,4,4,3,4,4,4,4,4,1
STU7188,B.Sc. Ani. Sci. (Dairy Option),1,2,2,2,2,2,2,3,2,2,0
STU7189,B.Comm. (New Programme),1,4,3,3,4,4,4,4,4,4,1
STU7190,B.Ed. Secondary (Business Education),0,3,3,2,3,3,4,3,3,2,1
STU7191,B.Ed. Secondary (Business Education),0,2,2,1,2,2,2,2,2,4,0
STU7192,B.Sc. EMWR,0,3,3,2,2,3,3,3,3,3,1
STU7193,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1,2,2,1.5,3,3,0
STU7194,BACHELOR OF SOCIAL WORK,0,2,1.5,3,2,2,2,2,2,3,0
STU7195,BACHELOR OF ARTS IN HUMANITIES,0,3,1.5,2,3,2,3,3,3,3,1
STU7196,B.Ed. Secondary (Science),1,2,2,2,1.5,1,2,2,1.5,2,0
STU7197,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,0,2,2,2,2,1.5,1.5,2,2,0
STU7197,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,1.5,1.5,2,2,0
STU7198,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,3,4,4,3,1
STU7199,B.Sc. Agron.,0,3,4,3,2,3,3,3,3,4,1
STU7200,B.NSc. (N/P),1,2,2,2,1.5,2,1.5,1.5,2,3,0
STU7201,BACHELOR OF SCIENCE,1,3,2,3,4,3,4,4,4,4,1
STU7202,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,3,3,3,3,1
STU7203,B.Sc. FSNT,0,3,3,3,4,4,4,4,3,3,1
STU7204,B.Comm. (New Programme),1,2,2,1.5,1.5,3,2,2,2,3,0
STU7205,B.Comm. (New Programme),0,2,2,1.5,1.5,2,2,2,3,3,0
STU7206,B.Sc. Cons. Sci. Ed.,0,4,5,4,4,4,4,5,4,4,1
STU7207,BACHELOR OF SCIENCE,1,2,2,2,2,3,1.5,1.5,1.5,2,0
STU7208,B.Sc. EMOSH,0,3,2,2,2,3,3,3,2,3,1
STU7209,B.Sc. Ani. Sci. (Dairy Option),0,3,2,3,2,3,2,4,2,3,1
STU7210,BED PRIMARY (LANGUAGE ARTS),1,3,1.5,2,2,2,3,2,0,3,0
STU7211,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,3,4,4,3,4,3,4,1
STU7212,B.Ed. Primary (Science),0,3,2,2,2,2,3,3,3,4,0
STU7213,BACHELOR OF SCIENCE,1,4,3,4,4,4,4,4,4,4,1
STU7214,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,3,3,3,3,1
STU7215,B.Sc. Cons. Sci. Ed.,0,3,3,3,2,3,2,4,2,3,1
STU7216,B.Sc. EMOSH,0,3,2,3,3,3,3,3,2,3,1
STU7217,B.NSc. (N/P),0,4,3,3,3,4,3,4,4,3,1
STU7218,BACHELOR OF SCIENCE,1,1.5,2,1,1.5,2,0,1.5,2,2,0
STU7218,BACHELOR OF SCIENCE,1,1.5,2,1,1.5,2,0,1.5,2,2,0
STU7219,B.Sc. FSNT,1,2,3,1,1.5,1,1.5,3,1,0,0
STU7220,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,3,4,3,2,3,1
STU7221,B.Sc. Hort.,0,3,3,3,2,3,5,4,4,4,1
STU7222,B.Ed. Secondary (Science),0,3,2,2,3,2,3,3,3,2,1
STU7223,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,2,2,3,3,1
STU7224,B.Comm. (New Programme),1,3,3,3,3,2,3,2,3,3,1
STU7225,B.Ed. Primary (Social Studies),1,3,1.5,2,3,2,3,2,2,3,0
STU7226,B.Ed. Primary (Social Studies),0,3,2,2,3,2,3,3,3,4,1
STU7227,B.Sc. EHS (N/P),1,3,3,3,3,3,3,3,3,3,1
STU7228,BACHELOR OF SCIENCE,1,0,1.5,2,0,0,0,1,2,0,0
STU7229,B.Comm. (New Programme),1,3,3,2,2,3,3,3,4,4,1
STU7230,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,3,3,2,2,2,2,2,0
STU7231,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,2,3,2,3,3,3,1
STU7232,B.Sc. FSNT,0,3,4,2,3,3,3,4,3,3,1
STU7233,B.Sc. Ani. Sci.,1,3,3,3,2,3,2,4,2,3,0
STU7234,B.Comm. (New Programme),0,3,3,3,3,2,3,3,4,4,1
STU7235,BACHELOR OF ARTS IN HUMANITIES,0,3,2,1.5,2,2,3,2,3,3,1
STU7236,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,3,2,2,2,0
STU7237,B.A. Humanities (IDE),1,2,2,2,1.5,3,3,2,2,2,0
STU7238,BACHELOR OF ARTS IN HUMANITIES,0,2,1,0,2,2,2,2,3,2,0
STU7239,B.Sc. Hort.,0,3,4,2,2,3,2,4,3,4,1
STU7240,B.Sc. Agric. Ed.,0,4,4,3,3,5,5,5,4,4,1
STU7241,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,3,4,4,4,1
STU7242,B.Ed. Secondary (Business Education),1,3,2,3,3,3,3,3,3,2,1
STU7243,B.Sc. Agric. Ed.,1,4,3,3,4,4,4,4,3,3,1
STU7244,BACHELOR OF SCIENCE,1,3,2,2,2,2,4,4,4,4,1
STU7245,B.Comm. (New Programme),0,4,4,4,4,4,5,5,4,4,1
STU7246,B.Sc. EHFS,1,2,1.5,2,2,2,2,2,2,3,0
STU7247,B.Ed. Secondary (Business Education),0,3,3,2,2,3,3,3,3,3,1
STU7248,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,3,4,3,3,1
STU7249,B.Sc. Ani. Sci.,1,3,3,2,2,3,2,3,2,3,0
STU7250,BACHELOR OF SCIENCE,1,3,3,4,3,4,3,4,3,3,1
STU7251,B.NSc. (N/P),1,4,3,3,3,4,3,4,4,3,1
STU7252,BACHELOR OF SCIENCE,1,2,2,2,1,2,2,1.5,2,2,0
STU7253,B.Sc. Hort.,0,3,4,3,2,3,3,4,3,4,1
STU7254,B.Sc. Cons. Sci. Ed.,0,3,3,2,3,3,3,3,4,3,1
STU7255,B.Comm. (New Programme),0,2,3,2,2,1.5,3,2,3,3,0
STU7256,B.Comm. (New Programme),1,3,4,3,3,3,3,3,3,3,1
STU7257,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,2,4,3,5,3,4,1
STU7258,B.NSc. (N/P),0,3,3,3,3,3,3,3,3,3,1
STU7259,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,2,3,2,3,1
STU7260,B.Sc. Cons. Sci.,0,3,3,3,3,3,3,4,3,3,1
STU7261,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,3,3,3,3,3,2,1
STU7262,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,2,3,3,3,3,3,1
STU7263,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,2,2,2,2,3,3,4,1
STU7264,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,2,3,3,2,3,1
STU7265,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,3,2,3,3,1
STU7266,B.Sc. ABE,1,3,4,3,3,3,3,4,2,3,1
STU7267,B.Sc. EHS (N/P),0,3,2,3,3,3,3,3,3,3,1
STU7268,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,3,3,1
STU7269,B.Sc. ABE,1,3,4,3,3,3,3,3,3,3,1
STU7270,BACHELOR OF SCIENCE,1,3,4,4,2,3,3,3,3,4,1
STU7271,B.Ed. Secondary (Business Education),0,2,0,1.5,2,1,2,2,3,2,0
STU7272,B.Sc. Agron.,1,3,3,2,2,2,2,4,2,3,0
STU7273,B.A. JMC,0,2,2,2,2,1.5,1,3,3,2,0
STU7274,B.Sc. EMWR,0,3,1.5,2,2,2,3,3,3,3,0
STU7275,BACHELOR OF SCIENCE,0,3,2,3,3,1.5,3,2,3,4,0
STU7276,BACHELOR OF SCIENCE,0,3,2,3,3,2,3,2,2,3,1
STU7277,B.NSc. (N/P),0,4,4,3,3,3,3,4,4,3,1
STU7278,BACHELOR OF SCIENCE,0,3,2,3,3,2,3,3,3,4,1
STU7279,BACHELOR OF SOCIAL WORK,1,1.5,2,2,1,1,2,2,1.5,1,0
STU7280,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,3,3,3,2,3,3,1
STU7281,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,2,4,3,3,1
STU7282,B.Comm. (New Programme),0,2,2,1.5,2,2,3,2,2,2,0
STU7283,B.Sc. EHS (N/P),1,3,3,3,3,3,4,3,3,3,1
STU7284,B.Sc. Cons. Sci. Ed.,0,3,2,1.5,3,3,2,4,3,3,1
STU7285,B.Sc. Cons. Sci. Ed.,0,3,4,3,3,3,3,3,3,3,1
STU7286,B.Sc. Ani. Sci.,0,3,4,2,3,3,3,4,3,4,1
STU7287,B.Sc. Hort.,1,3,3,2,2,3,4,4,2,0,0
STU7288,B.Comm. (New Programme),1,3,2,2,2,2,3,3,3,3,1
STU7289,B.Ed. Primary (Science),0,2,1.5,1.5,2,2,2,3,2,3,0
STU7290,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,4,4,4,4,4,4,4,1
STU7291,B.Comm. (New Programme),1,2,2,1.5,1.5,2,2,2,2,3,0
STU7292,B.Sc. FSNT,0,3,3,2,3,3,3,4,3,3,1
STU7293,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,2,3,3,3,3,4,1
STU7294,BACHELOR OF SCIENCE,0,4,3,3,3,3,4,4,4,4,1
STU7295,B.Comm. (New Programme),1,3,2,2,2,2,3,3,3,3,1
STU7296,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,3,3,3,4,1
STU7297,B.Sc. ABE,1,3,4,3,3,3,3,4,3,3,1
STU7298,BACHELOR OF SOCIAL WORK,0,3,2,3,2,2,2,3,3,3,1
STU7299,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,3,1.5,2,2,2,1.5,2,0
STU7300,B.Ed. Secondary (Business Education),1,3,2,2,2,3,3,3,3,3,1
STU7301,B.Sc. EHS (N/P),0,2,1.5,2,1.5,2,1.5,2,2,2,0
STU7302,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,3,1.5,3,2,2,2,0
STU7303,BACHELOR OF SCIENCE,1,4,3,3,3,4,4,4,4,4,1
STU7304,B.Sc. Agron.,1,2,3,2,2,2,2,3,1.5,3,0
STU7305,B.Sc. FSNT,0,3,3,2,2,2,3,5,3,3,1
STU7306,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,3,2,4,3,1
STU7307,B.Comm. (New Programme),1,3,2,2,2,2,3,2,3,3,1
STU7308,B.Sc. Agric. Ed.,0,4,4,3,3,3,4,4,3,4,1
STU7309,B.Comm. (New Programme),0,3,1.5,1.5,3,3,3,2,2,3,0
STU7310,B.Ed. Secondary (Business Education),0,3,2,1.5,1.5,2,3,4,3,3,1
STU7311,B.Sc. ABE,0,3,4,2,2,2,2,4,3,3,1
STU7312,B.Sc. ABE,1,3,3,2,3,3,3,4,3,3,1
STU7313,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,1.5,3,2,2,0,0
STU7314,B.Ed. Secondary (Humanities),1,3,2,2,3,2,2,3,3,4,1
STU7315,B.Sc. Agron.,0,3,3,2,3,3,2,4,2,3,1
STU7316,B.Sc. EMOSH,0,3,2,3,2,3,3,3,3,4,1
STU7317,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,3,3,3,3,1
STU7318,B.Comm. (New Programme),0,4,4,4,4,4,4,4,4,4,1
STU7319,B.Comm. (New Programme),1,3,3,2,2,3,3,3,3,3,1
STU7320,B.Ed. Secondary (Business Education),0,3,3,3,3,4,3,3,3,3,1
STU7321,B.Sc. Ani. Sci.,0,2,2,2,2,3,2,3,2,3,0
STU7322,BACHELOR OF ARTS IN HUMANITIES,1,3,1.5,1.5,2,3,2,3,3,3,1
STU7323,B.Ed. Primary (Science),1,3,2,2,2,2,3,3,2,3,0
STU7324,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,3,3,3,4,3,3,1
STU7325,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,3,3,2,2,2,2,1.5,2,0
STU7326,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,3,3,1
STU7327,B.Sc. Agron.,1,2,3,2,2,2,2,2,1,3,0
STU7328,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,3,4,3,4,3,4,1
STU7329,B.NSc. (N/P),1,3,4,3,2,3,3,3,3,2,1
STU7330,BACHELOR OF SCIENCE,0,3,2,3,3,3,4,3,4,4,1
STU7331,B.Sc. Agric. Econ. and AgBMgt.,0,4,3,3,4,4,3,4,4,4,1
STU7332,B.Sc. Cons. Sci. Ed.,1,2,4,2,2,2,2,1.5,1.5,2,0
STU7333,B.Sc. ABE,0,3,4,3,3,2,2,2,2,2,1
STU7334,B.NSc. (N/P),1,4,3,3,3,4,3,4,4,3,1
STU7335,B.Sc. Ani. Sci. (Dairy Option),1,3,4,3,3,3,2,4,3,3,1
STU7336,BACHELOR OF SOCIAL WORK,1,3,3,3,3,3,3,3,3,3,1
STU7337,B.Sc. Agron.,1,2,3,2,2,2,3,4,1.5,2,0
STU7338,B.Sc. EMOSH,1,2,1.5,3,2,2,3,3,2,3,0
STU7339,BED PRIMARY (LANGUAGE ARTS),0,3,2,3,3,3,3,3,3,3,1
STU7340,B.Sc. EHS (N/P),0,3,2,3,3,3,3,3,3,4,1
STU7341,B.A. JMC,0,3,3,3,2,2,2,3,3,3,1
STU7342,B.Comm. (New Programme),0,2,2,1.5,2,2,3,2,3,3,0
STU7343,B.Comm. (New Programme),1,4,3,3,3,3,4,4,4,4,1
STU7344,B.Comm. (New Programme),1,3,3,3,3,3,3,3,4,3,1
STU7345,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU7346,B.Ed. Secondary (Business Education),1,3,2,2,2,3,3,3,2,3,1
STU7347,BED PRIMARY (LANGUAGE ARTS),0,3,2,2,2,3,2,3,3,3,1
STU7348,B.Sc. Cons. Sci.,0,3,3,3,3,3,3,5,4,3,1
STU7349,B.Sc. Agron.,1,3,2,2,2,3,3,4,2,3,1
STU7350,B.Comm. (New Programme),1,4,5,5,4,5,4,4,3,4,1
STU7351,B.Sc. FSNT,0,2,3,2,2,2,3,2,2,2,0
STU7352,B.Sc. FSNT,0,3,3,2,3,3,3,4,3,3,1
STU7353,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,2,3,2,3,3,1
STU7354,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,3,3,3,4,3,4,1
STU7355,B.Comm. (New Programme),0,3,2,2,2,3,3,4,4,3,1
STU7356,B.Sc. Ani. Sci. (Dairy Option),1,3,3,2,2,2,2,4,2,3,0
STU7357,BACHELOR OF SOCIAL WORK,0,2,2,3,2,2,2,2,3,2,0
STU7358,B.Ed. Secondary (Business Education),0,3,2,3,3,3,3,3,3,3,1
STU7359,BACHELOR OF SCIENCE,0,2,1.5,2,2,1.5,1.5,2,3,3,0
STU7360,BACHELOR OF SCIENCE,1,3,1,2,2,3,3,2,4,2,0
STU7361,BED PRIMARY (LANGUAGE ARTS),0,3,1.5,2,2,2,3,3,2,3,1
STU7362,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,2,3,3,3,4,2,4,1
STU7363,BACHELOR OF SCIENCE,1,3,3,3,2,2,3,3,3,3,1
STU7364,BED PRIMARY (LANGUAGE ARTS),0,0,2,2,3,3,1.5,2,0,0,0
STU7365,B.Comm. (New Programme),0,4,3,3,3,3,4,4,4,4,1
STU7366,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,2,3,2,2,3,1
STU7367,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,3,3,3,4,4,4,1
STU7368,BACHELOR OF SCIENCE,0,3,3,2,1.5,3,3,3,4,4,0
STU7369,BACHELOR OF SCIENCE,1,4,3,4,3,3,4,3,4,4,1
STU7370,B.Comm. (New Programme),0,3,3,3,2,3,4,4,4,4,1
STU7371,B.Comm. (New Programme),0,3,2,2,2,2,3,3,4,3,1
STU7372,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,3,4,3,3,1
STU7373,B.Sc. Agric. Econ. and AgBMgt.,0,3,4,2,3,3,3,4,3,3,1
STU7374,B.Sc. Agron.,0,4,4,3,3,3,4,4,3,4,1
STU7375,B.NSc. (N/P),1,4,4,3,3,4,3,5,4,3,1
STU7376,B.Sc. EMOSH,0,3,2,2,2,3,3,3,3,3,1
STU7377,B.Sc. ABE,1,3,4,3,3,3,3,3,3,3,1
STU7378,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,3,3,2,4,4,1
STU7379,B.Sc. Cons. Sci.,1,3,4,3,2,3,3,3,2,3,1
STU7380,B.Comm. (New Programme),1,3,2,2,2,2,3,3,3,3,1
STU7381,B.Sc. EHS (N/P),0,3,2,2,2,2,3,3,3,3,1
STU7382,B.Sc. ABE,1,4,4,3,4,4,4,3,3,4,1
STU7383,B.Sc. ABE,1,3,4,3,3,3,3,2,0,2,0
STU7384,BACHELOR OF SCIENCE,1,3,2,2,2,3,4,3,3,4,1
STU7385,B.Sc. Agric. Econ. and AgBMgt.,1,4,4,4,4,4,4,5,4,3,0
STU7386,B.Sc. Agron.,1,3,3,2,2,4,4,4,3,4,1
STU7387,B.Comm. (New Programme),1,3,3,2,3,2,2,2,3,4,1
STU7388,B.Sc. Agric. Ed.,1,3,3,2,2,2,3,5,2,2,0
STU7389,B.Sc. Agric. Ed.,0,3,3,2,2,2,3,5,1.5,3,1
STU7390,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,3,2,3,3,3,3,0
STU7391,B.Sc. FSNT,1,3,3,2,2,3,2,4,2,3,1
STU7392,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,3,2,3,3,2,3,1
STU7393,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,3,4,1
STU7394,B.Sc. Cons. Sci. Ed.,0,4,3,3,3,3,3,5,4,3,1
STU7395,B.NSc. (N/P),0,3,3,3,3,3,3,4,3,3,1
STU7396,B.Sc. Agric. Econ. and AgBMgt.,0,3,4,3,2,3,3,4,4,4,1
STU7397,B.Comm. (New Programme),1,2,2,3,2,1.5,2,3,3,2,0
STU7398,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,3,3,3,4,2,3,1
STU7399,B.Sc. Agric. Ed.,0,4,4,3,4,4,4,5,4,4,1
STU7400,B.Sc. Agron.,0,3,3,2,2,3,3,4,2,4,1
STU7401,B.Sc. Cons. Sci.,0,3,3,2,2,3,3,2,3,3,1
STU7402,B.Ed. Secondary (Humanities),1,3,2,2,2,2,2,3,2,3,1
STU7403,B.Sc. EHFS,0,2,1.5,2,2,2,2,2,2,3,0
STU7404,BACHELOR OF SCIENCE,1,2,2,2,2,1.5,3,2,2,1.5,0
STU7405,B.Sc. Hort.,1,2,3,1.5,1,3,4,5,0,1.5,0
STU7406,B.Sc. ABE,0,3,4,4,3,3,3,3,3,3,1
STU7407,B.Sc. FSNT,0,3,3,2,3,3,3,3,2,3,1
STU7408,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,3,3,3,3,3,1
STU7409,B.Ed. Primary(Social Studies)IDE,0,3,2,3,3,2,3,3,2,3,1
STU7410,B.Sc. EHFS,0,4,2,3,3,3,3,4,4,5,1
STU7411,B.Sc. Ani. Sci.,0,3,3,2,2,3,3,4,2,4,1
STU7412,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,4,3,3,3,3,1
STU7413,B.Ed. Secondary (Humanities),1,2,2,2,2,2,3,2,2,3,0
STU7414,B.Sc. EHFS,0,2,2,2,2,2,3,2,3,3,0
STU7415,B.Comm. (New Programme),0,3,3,2,2,2,3,2,3,3,1
STU7416,B.Sc. ABE,0,3,4,3,3,3,3,3,3,2,1
STU7417,BACHELOR OF ARTS IN HUMANITIES,1,3,2,3,2,3,3,3,3,3,1
STU7418,B.Sc. Cons. Sci.,0,3,2,2,2,2,2,4,2,3,1
STU7419,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,2,2,4,2,3,1
STU7420,B.Ed. Secondary (Humanities),1,3,3,3,3,3,4,4,3,4,1
STU7421,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,2,2,3,3,4,1
STU7422,B.Ed. Secondary (Business Education),0,2,1.5,1.5,2,2,2,2,2,1,0
STU7423,B.Sc. Hort.,1,3,3,2,2,2,3,4,2,4,0
STU7424,B.Sc. EHFS,0,3,2,1.5,1.5,2,2,3,3,4,0
STU7425,B.Sc. Agron.,0,3,3,3,3,3,3,4,3,4,1
STU7426,B.Ed. Secondary (Humanities),0,3,2,3,3,2,3,3,3,3,1
STU7427,B.Sc. EHS (N/P),1,2,2,2,2,2,3,2,2,3,0
STU7428,B.Comm. (New Programme),1,1.5,2,1.5,1,1.5,1.5,1,0,1.5,0
STU7429,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,2,2,2,2,2,2,0
STU7430,B.Sc. Cons. Sci. Ed.,1,3,4,3,3,2,3,4,3,3,1
STU7431,B.Sc. FSNT,0,3,3,2,2,3,3,2,3,3,1
STU7432,B.Sc. FSNT,0,3,3,2,3,2,3,4,2,3,1
STU7433,B.Sc. Ani. Sci.,1,0,3,3,2,3,2,4,1.5,2,0
STU7433,B.Sc. Ani. Sci.,1,3,3,3,2,3,2,4,1.5,2,0
STU7434,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,2,2,3,2,3,0
STU7435,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,3,3,4,2,3,3,1
STU7436,B.Ed. Secondary (Science),0,3,2,2,2,2,3,3,3,3,1
STU7437,B.Sc. Agron.,1,3,3,3,3,3,2,3,3,4,1
STU7438,BACHELOR OF ARTS IN HUMANITIES,1,1.5,1.5,2,2,1.5,2,1,1,1.5,0
STU7439,B.Ed. Secondary (Humanities),0,2,2,2,2,2,2,2,2,2,0
STU7440,B.NSc. (N/P),0,3,3,3,3,3,3,4,4,3,1
STU7441,BACHELOR OF SOCIAL WORK,1,4,3,3,3,4,4,4,3,4,1
STU7442,B.Sc. ABE,1,3,4,3,3,3,3,3,3,3,1
STU7443,B.Ed. Primary (Science),0,2,2,2,2,2,2,2,2,2,0
STU7444,B.Sc. Agric. Econ. and AgBMgt.,1,2,3,2,2,2,2,2,2,2,0
STU7445,B.Sc. Ani. Sci.,0,3,4,3,3,4,3,4,3,4,1
STU7446,B.Sc. Agron.,1,3,4,3,3,3,3,3,2,4,1
STU7447,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,3,2,2,3,3,2,3,1
STU7448,B.Comm. (New Programme),0,2,2,2,2,2,2,3,3,3,1
STU7449,B.Sc. Agric. Ed.,1,4,4,3,3,3,4,4,3,4,1
STU7450,B.Sc. Agric. Ed.,1,4,4,3,4,4,4,4,3,3,1
STU7451,B.A. JMC,0,3,3,3,3,2,2,3,3,3,1
STU7452,B.Ed. Secondary (Business Education),1,3,3,3,2,3,3,3,2,3,1
STU7453,BACHELOR OF SCIENCE,1,4,3,3,3,3,4,4,5,4,1
STU7454,B.Ed. Secondary (Humanities),0,3,2,3,3,2,3,3,3,4,1
STU7455,BACHELOR OF SOCIAL WORK,1,3,2,3,2,3,3,3,3,4,1
STU7456,B.Sc. Agric. Ed.,1,4,4,4,3,4,4,4,3,3,1
STU7457,B.Sc. Agric. Ed.,1,4,4,3,3,4,4,5,3,3,1
STU7458,B.Sc. Agron.,1,3,3,2,2,2,2,4,3,4,1
STU7459,BACHELOR OF ARTS IN HUMANITIES,1,1.5,1.5,1,3,2,1,0,0,1,0
